Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
322,Caris LeVert,SG,27,IND,40,39,31.1,7.1,15.8,0.445,1.6,4.8,0.323,5.5,11,0.499,0.494,2.8,3.7,0.764,0.8,3,3.8,4.4,0.9,0.5,1.9,2.3,18.5
478,Domantas Sabonis,C-PF,25,IND,48,47,34.7,7.1,12.3,0.578,0.7,2.3,0.321,6.4,10,0.636,0.608,4,5.4,0.739,3.3,8.8,12.1,5,1,0.5,3.1,3.1,19
507,Lance Stephenson,SG-SF,31,IND,26,1,17.1,3,6.7,0.451,0.5,2.1,0.259,2.5,4.6,0.538,0.491,1.3,1.6,0.786,0.4,2.5,2.9,3.7,0.4,0,1.6,1.9,7.8
37,Nicolas Batum,PF,33,LAC,36,31,25,3.2,6.6,0.489,1.9,4.8,0.409,1.3,1.8,0.697,0.637,0.4,0.7,0.667,0.5,3.9,4.4,1.6,1,0.8,0.8,1.4,8.8
51,Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
59,Brandon Boston Jr.,SG,20,LAC,39,0,15.5,2.4,6.6,0.363,0.7,2.3,0.289,1.7,4.3,0.404,0.414,1.2,1.4,0.855,0.3,2,2.4,0.9,0.5,0.3,0.7,0.9,6.6
107,Amir Coffey,SG,24,LAC,44,20,21.9,2.8,6,0.455,1.4,3.6,0.392,1.3,2.5,0.546,0.571,1.5,1.7,0.89,0.5,2.5,3,1.6,0.5,0.2,0.5,1.3,8.4
183,Paul George,SF,31,LAC,26,26,35.5,9,21.4,0.421,2.7,8.3,0.323,6.3,13,0.484,0.484,4,4.5,0.88,0.4,6.7,7.1,5.5,2,0.4,4.2,2.5,24.7
221,Isaiah Hartenstein,C,23,LAC,43,0,15.8,3.1,5,0.618,0.1,0.1,0.5,3,4.9,0.621,0.624,1.1,1.7,0.681,1.6,2.7,4.3,1.8,0.7,1.1,1,2.4,7.4
255,Serge Ibaka,C,32,LAC,35,10,15.4,2.7,5.5,0.49,0.7,1.8,0.387,2,3.7,0.538,0.552,0.6,0.8,0.69,1.1,3.1,4.3,1,0.2,0.7,0.9,1.6,6.6
266,Reggie Jackson,SG,31,LAC,53,53,30.5,6.2,15.7,0.395,2.3,7.1,0.329,3.9,8.6,0.45,0.469,1.8,2.1,0.855,0.5,2.9,3.4,4.2,0.7,0.1,2.2,2,16.5
280,Keon Johnson,SG,19,LAC,15,0,9,1.1,3.4,0.333,0.2,0.7,0.273,0.9,2.7,0.35,0.363,1.1,1.4,0.762,0.4,1,1.4,0.9,0.5,0.1,0.5,1.4,3.5
297,Luke Kennard,SG,25,LAC,47,10,28.1,4,9.2,0.438,2.7,6.2,0.431,1.4,3.1,0.451,0.582,1,1.1,0.882,0.2,3.3,3.6,2.2,0.6,0.1,0.8,1.6,11.7
338,Terance Mann,SF,25,LAC,56,20,28.6,3.9,8.2,0.475,1,2.7,0.362,2.9,5.4,0.531,0.535,1.3,1.8,0.755,1.3,3.8,5.1,2.4,0.7,0.1,1,2.2,10.1
380,Xavier Moon,SG,27,LAC,6,0,13.8,2.3,5.7,0.412,0.5,1.7,0.3,1.8,4,0.458,0.456,0.3,0.5,0.667,0.2,1.3,1.5,1.7,0.8,0.2,0.5,0.7,5.5
385,Marcus Morris,PF,32,LAC,32,32,30,5.7,13.2,0.429,2.1,5.4,0.387,3.6,7.8,0.458,0.508,2.3,2.8,0.83,0.6,4.4,5,2.2,0.5,0.3,1.3,2.3,15.7
485,Jay Scrubb,SG,21,LAC,18,0,6.7,1,2.6,0.391,0.3,1.2,0.286,0.7,1.4,0.48,0.457,0.4,0.6,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
586,Moses Wright,PF,23,LAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
591,Ivica Zubac,C,24,LAC,51,51,24,3.6,5.5,0.65,0,0,,3.6,5.5,0.65,0.65,2.3,3.1,0.725,2.5,5.3,7.9,1.3,0.4,1,1.4,2.5,9.4
580,Justise Winslow,SF,25,LAC,40,3,14.1,1.9,4.2,0.45,0.2,1,0.171,1.7,3.2,0.539,0.47,0.7,1.1,0.605,0.8,3.1,3.9,1.5,0.7,0.5,1.1,1.3,4.6
14,Carmelo Anthony,PF,37,LAL,50,3,26.5,4.6,10.5,0.437,2.3,5.9,0.392,2.3,4.6,0.496,0.548,2,2.4,0.824,0.8,3.3,4.2,1,0.7,0.8,0.9,2.2,13.4
17,Trevor Ariza,SF,36,LAL,18,8,19.4,1.4,3.8,0.362,1.1,3.2,0.333,0.3,0.7,0.5,0.5,0.4,0.6,0.7,0.3,3.1,3.3,1.3,0.6,0.2,0.4,1,4.2
38,Kent Bazemore,SF,32,LAL,31,14,14.7,1.3,3.8,0.328,0.7,2.1,0.354,0.5,1.7,0.296,0.424,0.4,0.5,0.765,0.3,1.5,1.7,0.9,0.6,0.2,0.3,1.8,3.7
62,Avery Bradley,SG,31,LAL,48,41,23.7,2.5,6.1,0.41,1.4,3.6,0.376,1.1,2.5,0.458,0.52,0.3,0.3,0.857,0.5,1.8,2.3,0.8,0.9,0.2,0.7,1.9,6.6
110,Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0,0,,0,1.3,1.3,0.7,0.3,0,0.3,1.7,1.3
125,Anthony Davis,C,28,LAL,35,35,35.6,9.4,17.5,0.537,0.3,1.8,0.172,9.1,15.7,0.579,0.546,4.4,6.1,0.712,2.9,7.1,10,2.9,1.3,2.3,2.2,2.5,23.5
144,Sekou Doumbouya,PF,21,LAL,2,0,8,2.5,4,0.625,0.5,1,0.5,2,3,0.667,0.688,1.5,2,0.75,1,2,3,0,1.5,1,1,0.5,7
157,Wayne Ellington,SG,34,LAL,34,9,19.3,2.1,5.4,0.399,1.9,4.9,0.392,0.2,0.5,0.471,0.577,0.1,0.1,0.8,0.3,1.4,1.7,0.7,0.5,0.1,0.4,1,6.3
245,Talen Horton-Tucker,SG,21,LAL,40,15,25.7,3.6,8.8,0.41,0.8,3,0.269,2.8,5.8,0.483,0.456,1.5,1.9,0.797,0.6,2.7,3.2,2.7,0.9,0.5,1.5,2.5,9.5
247,Dwight Howard,C,36,LAL,41,11,14.5,1.9,3,0.621,0.1,0.2,0.667,1.7,2.8,0.617,0.645,1.3,2.1,0.612,1.9,3.5,5.4,0.5,0.7,0.6,0.8,2,5.2
250,Jay Huff,C,23,LAL,4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0
267,LeBron James,SF,37,LAL,39,39,36.7,11,21,0.526,2.8,7.8,0.354,8.3,13.2,0.628,0.592,4.2,5.6,0.753,1.1,6.6,7.7,6.5,1.6,1,3.2,2.3,29.1
281,Stanley Johnson,PF,25,LAL,22,12,22.4,2.5,5.1,0.487,0.7,2.3,0.32,1.8,2.9,0.619,0.558,1,1.4,0.677,0.7,2.6,3.3,1.3,0.8,0.5,0.6,3,6.7
288,Jemerrio Jones,SF,26,LAL,2,0,7.5,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,1,0.5,1.5,0,0.5,0,0,1,2
290,Mason Jones,SG,23,LAL,2,0,4.5,1,4,0.25,0,1,0,1,3,0.333,0.25,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.5,0.5,2.5
293,DeAndre Jordan,C,33,LAL,31,19,12.9,1.9,2.8,0.67,0,0,,1.9,2.8,0.67,0.67,0.4,0.8,0.48,1.6,3.9,5.5,0.4,0.3,0.8,0.6,1.6,4.2
377,Malik Monk,SG,23,LAL,50,18,27.2,4.8,10.1,0.47,2.3,5.7,0.403,2.5,4.5,0.556,0.583,1.2,1.5,0.787,0.4,2.9,3.3,2.5,0.7,0.4,1.4,1.6,13
459,Austin Reaves,SG,23,LAL,37,0,21.1,2,4.2,0.471,0.8,2.4,0.322,1.2,1.8,0.672,0.564,1.1,1.4,0.824,0.6,2,2.6,1.2,0.3,0.2,0.5,1.4,5.9
563,Russell Westbrook,PG,33,LAL,55,55,34.6,6.9,15.9,0.435,1,3.5,0.298,5.9,12.5,0.473,0.467,3.4,5.1,0.665,1.4,6.5,7.8,7.6,1.1,0.3,4.1,3,18.3
472,Rajon Rondo,PG,35,LAL,29,0,17.8,1.7,4.8,0.343,0.7,2.3,0.313,0.9,2.5,0.37,0.418,0.5,0.6,0.824,0.4,2.4,2.9,4.1,0.8,0.2,1.9,1.5,4.5
2,Steven Adams,C,28,MEM,53,52,26.1,2.6,4.9,0.534,0,0,,2.6,4.9,0.534,0.534,1.5,2.7,0.573,4.4,5.2,9.6,3.2,0.9,0.6,1.6,1.7,6.8
4,Santi Aldama,PF,21,MEM,27,0,10.3,1.4,3.6,0.381,0.1,1.4,0.103,1.2,2.1,0.569,0.402,0.4,0.7,0.6,0.9,1.5,2.4,0.5,0.1,0.3,0.3,1,3.3
11,Kyle Anderson,PF,28,MEM,44,8,22.3,3.2,7.3,0.435,0.6,1.8,0.338,2.6,5.6,0.465,0.475,1.1,1.6,0.653,1,4.4,5.4,2.6,1.1,0.6,1,1.6,8
27,Desmond Bane,SF,23,MEM,53,53,30,6.6,14.4,0.461,2.8,6.8,0.412,3.8,7.5,0.506,0.559,1.6,1.8,0.892,0.6,3.9,4.5,2.5,1.1,0.5,1.5,2.5,17.6
70,Dillon Brooks,SF,26,MEM,21,20,28,6.9,16.2,0.426,1.6,4.8,0.327,5.3,11.4,0.469,0.475,3,3.4,0.889,0.8,2.5,3.3,2.7,1.3,0.2,1.8,3.3,18.4
81,Shaq Buchanan,PG,25,MEM,2,0,5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,0,0,,0.5,0.5,1,1,0.5,0,1,0.5,1
104,Brandon Clarke,PF,25,MEM,42,1,18.7,4.3,6.7,0.65,0.1,0.4,0.222,4.2,6.2,0.679,0.657,1.4,2,0.698,2,3.3,5.3,1.5,0.5,1.1,0.5,1.7,10.2
120,Jarrett Culver,SG,22,MEM,26,0,9.1,1.5,3.5,0.424,0.4,1.2,0.323,1.1,2.3,0.475,0.478,0.4,0.8,0.524,0.3,1.1,1.5,1,0.5,0.1,0.4,1,3.8
263,Jaren Jackson Jr.,PF,22,MEM,56,56,27.9,5.7,13.6,0.421,1.7,5.3,0.321,4,8.3,0.486,0.484,3.6,4.4,0.806,1.5,4.5,6,1.1,1,2.2,1.7,3.4,16.8
269,DaQuan Jeffries,SG,24,MEM,3,0,3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0,0.7,0.7,0.3,0,0,0,0.3,0.7
292,Tyus Jones,PG,25,MEM,50,13,20.6,3.2,6.9,0.458,0.9,2.5,0.363,2.3,4.4,0.511,0.523,0.7,0.8,0.875,0.3,2.3,2.5,4.1,0.9,0,0.7,0.4,7.9
306,John Konchar,SG,25,MEM,49,6,18.4,1.8,3.6,0.506,0.7,1.7,0.424,1.1,1.8,0.584,0.609,0.4,0.7,0.606,1.2,3.3,4.4,1.4,0.7,0.3,0.4,1.3,4.7
348,Dakota Mathias,SG,26,MEM,6,0,2.7,0.3,1,0.333,0.3,1,0.333,0,0,,0.5,0,0,,0,0.3,0.3,0.2,0.2,0,0,0.2,1
366,De'Anthony Melton,SG,23,MEM,48,13,22.9,3.6,9.4,0.385,1.6,4.8,0.341,2,4.6,0.432,0.472,1,1.5,0.69,1,3.5,4.5,2.8,1.6,0.6,1.4,1.8,9.9
367,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4,0.333,1.2,3.8,0.304,0.2,0.2,1,0.479,0.3,0.7,0.5,0.2,1,1.2,0.7,0,0,0.3,0.5,4.2
382,Ja Morant,PG,22,MEM,44,44,33.1,9.9,20.2,0.492,1.5,4.5,0.34,8.4,15.7,0.536,0.53,5,6.6,0.757,1.4,4.5,5.9,6.8,1.3,0.4,3.5,1.4,26.4
440,Yves Pons,SF,22,MEM,7,0,3.1,0.1,0.4,0.333,0.1,0.1,1,0,0.3,0,0.5,0,0.3,0,0.3,0.4,0.7,0,0,0,0,0.3,0.4
502,Xavier Sneed,SF,24,MEM,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0.5,0.5,1,0,0,0,0,1,0
519,Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0,0,0,0,0,0,0,0.5,1
520,Jon Teske,C,24,MEM,3,0,2.7,0,0.3,0,0,0,,0,0.3,0,0,0,0.7,0,0,0.7,0.7,0.3,0.3,0,0,0.3,0
530,Killian Tillie,C,23,MEM,32,3,13.3,1.3,3.6,0.362,0.8,2.4,0.338,0.5,1.2,0.41,0.474,0.2,0.3,0.625,0.6,1.1,1.7,0.6,0.7,0.4,0.3,1.7,3.6
531,Xavier Tillman Sr.,PF,23,MEM,39,0,13.1,1.8,3.9,0.451,0.2,0.9,0.2,1.6,3,0.525,0.474,0.8,1.2,0.646,1.2,1.8,3,1,1.1,0.4,0.7,1.3,4.5
577,Ziaire Williams,SF,20,MEM,37,16,21.5,2.9,6.6,0.439,1.1,3.8,0.291,1.8,2.8,0.641,0.523,0.5,0.6,0.864,0.3,1.5,1.8,0.9,0.5,0.2,0.6,1.9,7.4
3,Bam Adebayo,C,24,MIA,31,31,32.9,7,13.5,0.523,0,0.1,0,7,13.4,0.527,0.523,4.6,5.9,0.772,2.8,7.2,10,3.5,1.6,0.6,2.9,3.1,18.6
86,Jimmy Butler,SF,32,MIA,37,37,33.8,7.3,14.7,0.494,0.4,1.8,0.209,6.9,12.9,0.533,0.506,7.1,7.9,0.894,1.9,4.4,6.2,6.1,1.9,0.5,2.1,1.4,22
129,Dewayne Dedmon,C,32,MIA,49,15,16.5,2.6,4.4,0.583,0.3,0.6,0.517,2.3,3.9,0.593,0.617,1.1,1.4,0.786,1.8,4.4,6.2,0.8,0.4,0.6,1.1,2.4,6.6
179,Marcus Garrett,SG,23,MIA,12,0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1
206,Kyle Guy,SG,24,MIA,15,0,11.7,1.7,4,0.433,0.9,2.3,0.4,0.8,1.7,0.48,0.55,0.5,0.7,0.7,0.1,0.7,0.9,1.1,0.5,0.1,0.8,0.8,4.9
222,Udonis Haslem,C,41,MIA,9,0,6.3,1.2,2.4,0.5,0.1,0.2,0.5,1.1,2.2,0.5,0.523,0.3,0.3,1,0.4,1.6,2,0.3,0.1,0.1,0.3,1.2,2.9
230,Tyler Herro,SG,22,MIA,45,10,32.9,7.5,17.4,0.428,2.6,6.8,0.378,4.9,10.6,0.46,0.502,2.6,3,0.873,0.6,4.2,4.8,4,0.6,0.2,2.8,1.5,20.1
232,Haywood Highsmith,SF,25,MIA,4,0,10.5,1,2,0.5,1,1.8,0.571,0,0.3,0,0.75,0,0,,0.5,0.8,1.3,0,0,0.3,0,0.8,3
333,Kyle Lowry,PG,35,MIA,43,43,33.9,4.3,10.3,0.419,2.1,6.2,0.343,2.2,4.2,0.531,0.521,2.2,2.6,0.85,0.6,3.9,4.5,8.1,1.2,0.3,3,2.7,13
343,Caleb Martin,SF,26,MIA,44,10,22.9,3.7,7.2,0.506,1,2.6,0.379,2.7,4.6,0.579,0.575,1.2,1.6,0.739,1.3,2.7,4,1,1,0.5,0.8,1.6,9.5
386,Markieff Morris,PF,32,MIA,10,0,18.7,3.2,7,0.457,0.8,2.2,0.364,2.4,4.8,0.5,0.514,0.5,0.5,1,1.3,1.5,2.8,1.4,0.3,0.1,1.2,2.2,7.7
416,KZ Okpala,PF,22,MIA,21,0,11.6,1.4,3.3,0.435,0.4,1.2,0.346,1,2,0.488,0.5,0.4,0.5,0.727,0.5,1.4,2,0.7,0.2,0.3,0.2,1.2,3.7
467,Duncan Robinson,SG,27,MIA,53,48,27.4,3.9,10,0.393,3,8.4,0.358,0.9,1.6,0.576,0.543,0.7,0.8,0.822,0.4,2.6,3,1.5,0.6,0.2,0.9,2.6,11.6
506,Nik Stauskas,SG,28,MIA,2,0,12,1.5,4,0.375,1,2,0.5,0.5,2,0.25,0.5,1.5,2,0.75,0.5,1,1.5,0.5,0,0,0,0.5,5.5
510,Max Strus,SF,25,MIA,44,9,24.2,3.8,8.7,0.442,2.7,6.6,0.408,1.2,2.1,0.548,0.597,0.7,1,0.762,0.4,2.8,3.3,1.3,0.3,0.2,0.8,1.7,11.1
537,P.J. Tucker,PF,36,MIA,49,48,28.3,3.1,6.3,0.498,1.4,3.1,0.467,1.7,3.2,0.529,0.612,0.7,1,0.723,1.4,4,5.4,2.1,0.8,0.2,1,2.4,8.4
545,Gabe Vincent,PG,25,MIA,47,19,24,3.3,7.8,0.427,1.9,4.9,0.39,1.4,2.9,0.489,0.549,0.7,0.9,0.814,0.4,1.6,2,3.3,1,0.2,1.6,2.5,9.3
589,Omer Yurtseven,C,23,MIA,40,10,14.1,2.6,4.9,0.526,0,0.2,0.143,2.5,4.7,0.54,0.528,0.8,1.3,0.635,1.7,4.2,5.9,1.1,0.4,0.5,0.9,1.7,6
7,Grayson Allen,SG,26,MIL,47,46,28.1,4,9.5,0.427,2.5,6.4,0.393,1.5,3,0.5,0.561,1,1.2,0.857,0.6,2.9,3.4,1.5,0.8,0.3,0.6,1.4,11.6
12,Giannis Antetokounmpo,PF,27,MIL,47,47,32.5,9.9,18.3,0.541,1.1,3.9,0.298,8.8,14.5,0.605,0.572,8,11.1,0.718,1.8,9.4,11.2,6,1,1.4,3.3,3.2,29
13,Thanasis Antetokounmpo,SF,29,MIL,34,5,10.4,1.2,2.5,0.477,0,0.3,0.091,1.2,2.2,0.533,0.483,0.4,0.7,0.625,0.9,1.4,2.3,0.6,0.4,0.3,0.6,1.7,2.9
112,Pat Connaughton,SG,29,MIL,54,18,27,3.6,7.7,0.467,2.3,5.7,0.407,1.3,2,0.639,0.618,0.6,0.7,0.811,0.7,3.7,4.4,1.2,0.9,0.3,0.6,1.4,10.1
131,Javin DeLaurier,C,23,MIL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0
138,Donte DiVincenzo,SG,25,MIL,17,0,20.1,2.3,6.9,0.331,1.2,4.4,0.284,1.1,2.6,0.409,0.419,1.4,1.6,0.852,1.1,2.5,3.5,1.7,0.6,0.2,1.6,1.5,7.2
233,George Hill,SG,35,MIL,41,16,25.5,2.5,5.7,0.436,0.9,2.9,0.316,1.6,2.9,0.556,0.515,1.2,1.2,0.96,0.9,2.4,3.2,2.5,0.8,0.1,0.9,1.4,7
239,Jrue Holiday,PG,31,MIL,44,41,32.8,7.2,14.2,0.505,1.8,4.5,0.402,5.3,9.7,0.553,0.569,1.8,2.4,0.769,1,3.7,4.7,6.6,1.5,0.5,2.7,1.9,18
242,Rodney Hood,SF,29,MIL,39,0,14.9,1.2,3.4,0.351,0.6,2.1,0.3,0.6,1.3,0.431,0.443,0.3,0.4,0.929,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7,3.3
295,Georgios Kalaitzakis,SF,23,MIL,9,0,5.3,0.6,1.2,0.455,0.2,0.4,0.5,0.3,0.8,0.429,0.545,0.4,1,0.444,0.4,0.4,0.9,0,0.1,0.1,0.4,0.9,1.8
329,Brook Lopez,C,33,MIL,1,1,28,3,9,0.333,2,4,0.5,1,5,0.2,0.444,0,0,,2,3,5,0,1,3,0,3,8
337,Sandro Mamukelashvili,PF,22,MIL,31,2,9.7,1.2,2.6,0.439,0.5,1.3,0.385,0.7,1.4,0.488,0.53,0.3,0.4,0.75,0.9,1,1.8,0.5,0.2,0.2,0.3,0.6,3.1
349,Wesley Matthews,SG,35,MIL,28,6,19.2,1.9,4.5,0.417,1.1,3.3,0.352,0.8,1.3,0.583,0.543,0.2,0.4,0.6,0.5,1.4,1.9,0.7,0.4,0.2,0.4,1.9,5.1
369,Khris Middleton,SF,30,MIL,45,45,31.9,6.7,15,0.445,2.3,6.3,0.372,4.3,8.7,0.497,0.523,3.8,4.4,0.883,0.6,4.8,5.5,5.2,1.2,0.3,3,2.5,19.5
409,Jordan Nwora,SF,23,MIL,43,9,19.1,3,7.6,0.402,1.4,3.8,0.358,1.7,3.7,0.447,0.492,0.4,0.5,0.762,0.7,3,3.7,1,0.5,0.3,1,1.2,7.8
411,Semi Ojeleye,PF,27,MIL,20,0,15.4,0.9,3.5,0.257,0.6,2.1,0.268,0.4,1.5,0.241,0.336,0.5,0.7,0.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9
445,Bobby Portis,C,26,MIL,48,43,28.8,6,12.4,0.487,2,4.7,0.422,4.1,7.7,0.527,0.567,1.4,1.8,0.77,2.6,6.5,9.1,1.3,0.7,0.8,1.5,2.6,15.5
497,Javonte Smart,PG,22,MIL,13,1,12.3,0.8,3.3,0.256,0.3,1.4,0.222,0.5,1.9,0.28,0.302,0.4,0.5,0.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
570,Lindell Wigginton,PG,23,MIL,7,0,6.1,1.1,1.6,0.727,0.4,0.6,0.75,0.7,1,0.714,0.864,0,0,,0.1,0.4,0.6,0.7,0.3,0.1,0.6,0.9,2.7
116,DeMarcus Cousins,C,31,MIL,22,5,16,2.9,7,0.418,0.7,2.8,0.262,2.2,4.2,0.522,0.471,1.8,2.4,0.769,1.5,4.5,6,1,0.9,0.4,1.3,2.8,8.4
41,Malik Beasley,SG,25,MIN,55,10,25.8,4.4,11.6,0.38,3,8.3,0.358,1.4,3.3,0.434,0.508,0.5,0.7,0.75,0.4,2.7,3,1.5,0.5,0.1,0.7,1.2,12.3
45,Patrick Beverley,PG,33,MIN,36,32,25.9,3.1,7.7,0.406,1.3,4,0.333,1.8,3.7,0.485,0.493,1.3,1.9,0.706,1.1,3.4,4.5,5,1.1,0.9,1.1,2.9,8.9
56,Leandro Bolmaro,SF,21,MIN,25,2,7.5,0.4,1.3,0.281,0.1,0.5,0.167,0.3,0.8,0.35,0.313,0.3,0.4,0.889,0.6,0.8,1.4,0.4,0.2,0,0.5,0.8,1.1
153,Anthony Edwards,SG,20,MIN,49,49,34.9,7.9,18.1,0.436,3.1,8.7,0.357,4.8,9.4,0.509,0.521,3.1,3.8,0.806,0.9,3.9,4.8,3.6,1.5,0.7,2.8,2.3,22
304,Nathan Knight,PF,24,MIN,28,2,6.9,1,2,0.482,0.1,0.3,0.25,0.9,1.7,0.521,0.5,1.1,1.6,0.711,0.8,1.3,2.1,0.5,0.1,0.3,0.4,1,3.1
318,Jake Layman,SF,27,MIN,23,1,7.3,0.8,2.1,0.367,0.2,1.1,0.154,0.6,1,0.609,0.408,0.3,0.3,0.75,0.2,0.9,1,0.3,0.3,0.2,0.3,0.4,2
356,Jaden McDaniels,PF,21,MIN,52,24,26,3.4,7.7,0.438,1.1,3.5,0.308,2.3,4.2,0.545,0.507,0.7,0.8,0.773,1.2,3.1,4.3,1.2,0.8,0.7,1,3.3,8.5
364,Jordan McLaughlin,PG,25,MIN,37,3,12.2,1.1,2.9,0.383,0.2,1.1,0.2,0.9,1.8,0.493,0.421,0.5,0.7,0.741,0.2,1.1,1.3,2.8,0.7,0.1,0.5,0.5,3
405,Jaylen Nowell,SG,22,MIN,40,1,15.1,3.1,6.6,0.464,0.9,2.4,0.365,2.2,4.2,0.521,0.53,1,1.4,0.745,0.4,1.6,2,2.1,0.6,0.2,0.5,1.2,8
413,Josh Okogie,SG,23,MIN,33,6,12.4,0.8,2.3,0.347,0.3,1.1,0.278,0.5,1.2,0.41,0.413,0.7,1.1,0.622,0.8,1.1,1.8,0.5,0.5,0.3,0.5,1.2,2.6
452,Taurean Prince,PF,27,MIN,44,8,15.6,2.1,4.5,0.455,1.1,2.8,0.393,1,1.8,0.551,0.575,0.6,0.8,0.757,0.4,2,2.4,0.9,0.6,0.2,0.7,1.5,5.9
463,Naz Reid,C,22,MIN,52,5,16,3,6.4,0.467,0.8,2.2,0.345,2.2,4.2,0.532,0.527,1.4,2,0.728,1.5,2.4,3.9,0.8,0.4,1,1.1,2.2,8.2
